"d","k0","k1","seed","weight_shared","balanced","sigma2_Mu","model","b","mu_Mu","alpha_Lambda","beta_Lambda","nlabel"
800,12,100,22,0.5,"balanced",50,"BPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.5,"unbalanced",1,"SPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.5,"unbalanced",1,"BPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.5,"unbalanced",10,"SPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.5,"unbalanced",10,"BPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.5,"unbalanced",50,"SPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.5,"unbalanced",50,"BPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.2,"balanced",1,"SPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.2,"balanced",1,"BPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.2,"balanced",10,"SPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.2,"balanced",10,"BPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.2,"balanced",50,"SPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.2,"balanced",50,"BPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.2,"unbalanced",1,"SPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.2,"unbalanced",1,"BPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.2,"unbalanced",10,"SPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.2,"unbalanced",10,"BPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.2,"unbalanced",50,"SPM",0.000446428571428571,0,2,4,5
800,12,100,22,0.2,"unbalanced",50,"BPM",0.000446428571428571,0,2,4,5
800,13,95,23,0.5,"balanced",1,"SPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.5,"balanced",1,"BPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.5,"balanced",10,"SPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.5,"balanced",10,"BPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.5,"balanced",50,"SPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.5,"balanced",50,"BPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.5,"unbalanced",1,"SPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.5,"unbalanced",1,"BPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.5,"unbalanced",10,"SPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.5,"unbalanced",10,"BPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.5,"unbalanced",50,"SPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.5,"unbalanced",50,"BPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.2,"balanced",1,"SPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.2,"balanced",1,"BPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.2,"balanced",10,"SPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.2,"balanced",10,"BPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.2,"balanced",50,"SPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.2,"balanced",50,"BPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.2,"unbalanced",1,"SPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.2,"unbalanced",1,"BPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.2,"unbalanced",10,"SPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.2,"unbalanced",10,"BPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.2,"unbalanced",50,"SPM",0.000462962962962963,0,2,4,5
800,13,95,23,0.2,"unbalanced",50,"BPM",0.000462962962962963,0,2,4,5
800,14,90,24,0.5,"balanced",1,"SPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.5,"balanced",1,"BPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.5,"balanced",10,"SPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.5,"balanced",10,"BPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.5,"balanced",50,"SPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.5,"balanced",50,"BPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.5,"unbalanced",1,"SPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.5,"unbalanced",1,"BPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.5,"unbalanced",10,"SPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.5,"unbalanced",10,"BPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.5,"unbalanced",50,"SPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.5,"unbalanced",50,"BPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.2,"balanced",1,"SPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.2,"balanced",1,"BPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.2,"balanced",10,"SPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.2,"balanced",10,"BPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.2,"balanced",50,"SPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.2,"balanced",50,"BPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.2,"unbalanced",1,"SPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.2,"unbalanced",1,"BPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.2,"unbalanced",10,"SPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.2,"unbalanced",10,"BPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.2,"unbalanced",50,"SPM",0.000480769230769231,0,2,4,5
800,14,90,24,0.2,"unbalanced",50,"BPM",0.000480769230769231,0,2,4,5
800,15,85,25,0.5,"balanced",1,"SPM",5e-04,0,2,4,5
800,15,85,25,0.5,"balanced",1,"BPM",5e-04,0,2,4,5
800,15,85,25,0.5,"balanced",10,"SPM",5e-04,0,2,4,5
800,15,85,25,0.5,"balanced",10,"BPM",5e-04,0,2,4,5
800,15,85,25,0.5,"balanced",50,"SPM",5e-04,0,2,4,5
800,15,85,25,0.5,"balanced",50,"BPM",5e-04,0,2,4,5
800,15,85,25,0.5,"unbalanced",1,"SPM",5e-04,0,2,4,5
800,15,85,25,0.5,"unbalanced",1,"BPM",5e-04,0,2,4,5
800,15,85,25,0.5,"unbalanced",10,"SPM",5e-04,0,2,4,5
800,15,85,25,0.5,"unbalanced",10,"BPM",5e-04,0,2,4,5
800,15,85,25,0.5,"unbalanced",50,"SPM",5e-04,0,2,4,5
800,15,85,25,0.5,"unbalanced",50,"BPM",5e-04,0,2,4,5
800,15,85,25,0.2,"balanced",1,"SPM",5e-04,0,2,4,5
800,15,85,25,0.2,"balanced",1,"BPM",5e-04,0,2,4,5
800,15,85,25,0.2,"balanced",10,"SPM",5e-04,0,2,4,5
800,15,85,25,0.2,"balanced",10,"BPM",5e-04,0,2,4,5
800,15,85,25,0.2,"balanced",50,"SPM",5e-04,0,2,4,5
800,15,85,25,0.2,"balanced",50,"BPM",5e-04,0,2,4,5
800,15,85,25,0.2,"unbalanced",1,"SPM",5e-04,0,2,4,5
800,15,85,25,0.2,"unbalanced",1,"BPM",5e-04,0,2,4,5
800,15,85,25,0.2,"unbalanced",10,"SPM",5e-04,0,2,4,5
800,15,85,25,0.2,"unbalanced",10,"BPM",5e-04,0,2,4,5
800,15,85,25,0.2,"unbalanced",50,"SPM",5e-04,0,2,4,5
800,15,85,25,0.2,"unbalanced",50,"BPM",5e-04,0,2,4,5
800,16,80,26,0.5,"balanced",1,"SPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.5,"balanced",1,"BPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.5,"balanced",10,"SPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.5,"balanced",10,"BPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.5,"balanced",50,"SPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.5,"balanced",50,"BPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.5,"unbalanced",1,"SPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.5,"unbalanced",1,"BPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.5,"unbalanced",10,"SPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.5,"unbalanced",10,"BPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.5,"unbalanced",50,"SPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.5,"unbalanced",50,"BPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.2,"balanced",1,"SPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.2,"balanced",1,"BPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.2,"balanced",10,"SPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.2,"balanced",10,"BPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.2,"balanced",50,"SPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.2,"balanced",50,"BPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.2,"unbalanced",1,"SPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.2,"unbalanced",1,"BPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.2,"unbalanced",10,"SPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.2,"unbalanced",10,"BPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.2,"unbalanced",50,"SPM",0.000520833333333333,0,2,4,5
800,16,80,26,0.2,"unbalanced",50,"BPM",0.000520833333333333,0,2,4,5
800,17,75,27,0.5,"balanced",1,"SPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.5,"balanced",1,"BPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.5,"balanced",10,"SPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.5,"balanced",10,"BPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.5,"balanced",50,"SPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.5,"balanced",50,"BPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.5,"unbalanced",1,"SPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.5,"unbalanced",1,"BPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.5,"unbalanced",10,"SPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.5,"unbalanced",10,"BPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.5,"unbalanced",50,"SPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.5,"unbalanced",50,"BPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.2,"balanced",1,"SPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.2,"balanced",1,"BPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.2,"balanced",10,"SPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.2,"balanced",10,"BPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.2,"balanced",50,"SPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.2,"balanced",50,"BPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.2,"unbalanced",1,"SPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.2,"unbalanced",1,"BPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.2,"unbalanced",10,"SPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.2,"unbalanced",10,"BPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.2,"unbalanced",50,"SPM",0.000543478260869565,0,2,4,5
800,17,75,27,0.2,"unbalanced",50,"BPM",0.000543478260869565,0,2,4,5
800,18,70,28,0.5,"balanced",1,"SPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.5,"balanced",1,"BPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.5,"balanced",10,"SPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.5,"balanced",10,"BPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.5,"balanced",50,"SPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.5,"balanced",50,"BPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.5,"unbalanced",1,"SPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.5,"unbalanced",1,"BPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.5,"unbalanced",10,"SPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.5,"unbalanced",10,"BPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.5,"unbalanced",50,"SPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.5,"unbalanced",50,"BPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.2,"balanced",1,"SPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.2,"balanced",1,"BPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.2,"balanced",10,"SPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.2,"balanced",10,"BPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.2,"balanced",50,"SPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.2,"balanced",50,"BPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.2,"unbalanced",1,"SPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.2,"unbalanced",1,"BPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.2,"unbalanced",10,"SPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.2,"unbalanced",10,"BPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.2,"unbalanced",50,"SPM",0.000568181818181818,0,2,4,5
800,18,70,28,0.2,"unbalanced",50,"BPM",0.000568181818181818,0,2,4,5
800,19,65,29,0.5,"balanced",1,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"balanced",1,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"balanced",10,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"balanced",10,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"balanced",50,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"balanced",50,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"unbalanced",1,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"unbalanced",1,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"unbalanced",10,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"unbalanced",10,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"unbalanced",50,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"unbalanced",50,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"balanced",1,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"balanced",1,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"balanced",10,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"balanced",10,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"balanced",50,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"balanced",50,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"unbalanced",1,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"unbalanced",1,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"unbalanced",10,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"unbalanced",10,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"unbalanced",50,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"unbalanced",50,"BPM",0.000595238095238095,0,2,4,5
800,20,60,30,0.5,"balanced",1,"SPM",0.000625,0,2,4,5
800,20,60,30,0.5,"balanced",1,"BPM",0.000625,0,2,4,5
800,20,60,30,0.5,"balanced",10,"SPM",0.000625,0,2,4,5
800,20,60,30,0.5,"balanced",10,"BPM",0.000625,0,2,4,5
800,20,60,30,0.5,"balanced",50,"SPM",0.000625,0,2,4,5
800,20,60,30,0.5,"balanced",50,"BPM",0.000625,0,2,4,5
800,20,60,30,0.5,"unbalanced",1,"SPM",0.000625,0,2,4,5
800,20,60,30,0.5,"unbalanced",1,"BPM",0.000625,0,2,4,5
800,20,60,30,0.5,"unbalanced",10,"SPM",0.000625,0,2,4,5
800,20,60,30,0.5,"unbalanced",10,"BPM",0.000625,0,2,4,5
800,20,60,30,0.5,"unbalanced",50,"SPM",0.000625,0,2,4,5
800,20,60,30,0.5,"unbalanced",50,"BPM",0.000625,0,2,4,5
800,20,60,30,0.2,"balanced",1,"SPM",0.000625,0,2,4,5
800,20,60,30,0.2,"balanced",1,"BPM",0.000625,0,2,4,5
800,20,60,30,0.2,"balanced",10,"SPM",0.000625,0,2,4,5
800,20,60,30,0.2,"balanced",10,"BPM",0.000625,0,2,4,5
800,20,60,30,0.2,"balanced",50,"SPM",0.000625,0,2,4,5
800,20,60,30,0.2,"balanced",50,"BPM",0.000625,0,2,4,5
800,20,60,30,0.2,"unbalanced",1,"SPM",0.000625,0,2,4,5
800,20,60,30,0.2,"unbalanced",1,"BPM",0.000625,0,2,4,5
800,20,60,30,0.2,"unbalanced",10,"SPM",0.000625,0,2,4,5
800,20,60,30,0.2,"unbalanced",10,"BPM",0.000625,0,2,4,5
800,20,60,30,0.2,"unbalanced",50,"SPM",0.000625,0,2,4,5
800,20,60,30,0.2,"unbalanced",50,"BPM",0.000625,0,2,4,5
800,21,55,31,0.5,"balanced",1,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"balanced",1,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"balanced",10,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"balanced",10,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"balanced",50,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"balanced",50,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"unbalanced",1,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"unbalanced",1,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"unbalanced",10,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"unbalanced",10,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"unbalanced",50,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"unbalanced",50,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"balanced",1,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"balanced",1,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"balanced",10,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"balanced",10,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"balanced",50,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"balanced",50,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"unbalanced",1,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"unbalanced",1,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"unbalanced",10,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"unbalanced",10,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"unbalanced",50,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"unbalanced",50,"BPM",0.000657894736842105,0,2,4,5
800,22,50,32,0.5,"balanced",1,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"balanced",1,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"balanced",10,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"balanced",10,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"balanced",50,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"balanced",50,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"unbalanced",1,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"unbalanced",1,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"unbalanced",10,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"unbalanced",10,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"unbalanced",50,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"unbalanced",50,"BPM",0.000694444444444444,0,2,4,5
